Server,Tasks Executed,Energy Consumed,Average Energy Consumed,Average Time Execution, Waiting Time
s-0-488,943,34560139.93,36649.14,345.13,343290.90
s-0-489,1046,34554752.94,33035.14,344.97,343034.31
s-0-490,1020,34556138.46,33878.57,344.65,343216.16
s-0-491,968,34558888.98,35701.33,344.87,342698.90
s-0-492,1016,34556389.49,34012.19,345.03,343206.72
s-0-493,996,34557460.01,34696.24,345.14,343048.72
s-0-494,1007,34556903.03,34316.69,344.98,343202.41
s-0-495,970,34558866.04,35627.70,344.99,343227.02
s-0-496,982,34558256.56,35191.71,345.25,343223.36
s-0-497,1018,34556387.08,33945.37,345.35,343131.39
s-0-498,985,34558140.09,35084.41,345.22,342630.30
s-0-499,1019,34556375.61,33912.05,345.28,343221.91
s-0-500,1025,34556081.13,33713.25,345.31,343017.48
s-0-501,1035,34555576.64,33387.03,344.73,343234.84
s-0-502,979,34558537.16,35299.83,344.93,343058.89
s-0-503,992,34557875.18,34836.57,345.23,343334.73
s-0-504,978,34558630.69,35336.02,345.14,343355.24
s-0-505,987,34558178.71,35013.35,345.18,342853.02
s-0-506,998,34557621.73,34626.88,344.99,343317.09
s-0-507,995,34557799.74,34731.46,344.92,343304.99
s-0-508,995,34557820.26,34731.48,345.14,343142.84
s-0-509,1002,34557473.28,34488.50,345.30,343092.95
s-0-510,1004,34557388.79,34419.71,345.09,342988.86
s-0-511,985,34558406.81,35084.68,345.03,343304.57
s-0-512,1020,34556589.83,33879.01,345.09,343234.01
s-0-513,985,34558447.84,35084.72,345.08,342898.07
s-0-514,1022,34556525.86,33812.65,345.00,343269.71
s-0-515,1028,34556231.38,33615.01,345.06,343201.60
s-0-516,971,34559244.39,35591.39,345.09,341560.41
s-0-517,972,34559212.41,35554.75,344.90,343382.94
s-0-518,976,34559022.93,35408.83,344.96,343382.12
s-0-519,1009,34557310.95,34249.07,345.09,342928.13
s-0-520,993,34558171.46,34801.78,345.16,343298.21
s-0-521,965,34559661.98,35813.12,344.74,343402.02
s-0-522,977,34559052.50,35372.62,345.08,343324.26
s-0-523,980,34558915.51,35264.20,345.11,343142.37
s-0-524,1016,34557046.03,34012.84,345.40,343116.43
s-0-525,1027,34556489.05,33647.99,344.56,343253.30
s-0-526,990,34558452.06,34907.53,345.02,343277.90
s-0-527,1010,34557422.58,34215.27,345.42,343158.42
s-0-528,1018,34557023.10,33946.00,345.09,342902.43
s-0-529,952,34560508.61,36303.06,345.03,343391.55
s-0-530,989,34558586.63,34942.96,345.20,341106.99
s-0-531,989,34558607.15,34942.98,345.04,342800.94
s-0-532,992,34558470.16,34837.17,345.08,343174.60
s-0-533,995,34558333.18,34731.99,345.15,343172.22
s-0-534,977,34559298.70,35372.87,345.08,343261.69
s-0-535,966,34559896.71,35776.29,345.07,343302.51
s-0-536,975,34559444.73,35445.58,345.05,343302.72
s-0-537,975,34559465.25,35445.61,345.07,343115.74
s-0-538,1011,34557595.76,34181.60,344.94,342692.57
s-0-539,1033,34556461.28,33452.53,345.25,343227.66
s-0-540,1014,34557479.30,34080.35,344.90,342891.91
s-0-541,934,34561699.81,37003.96,345.15,343200.33
s-0-542,1017,34557362.83,33979.71,345.01,343180.87
s-0-543,1013,34557593.35,34114.11,345.44,343166.71
s-0-544,959,34560448.86,36038.01,345.56,343327.33
s-0-545,996,34558526.88,34697.32,345.07,343113.54
s-0-546,1031,34556709.90,33517.66,344.95,342850.79
s-0-547,988,34558987.91,34978.73,345.29,342844.20
s-0-548,962,34560373.43,35925.54,345.23,343374.52
s-0-549,1057,34555406.45,32691.96,345.12,343154.84
s-0-550,1012,34557789.47,34148.01,345.08,342885.46
s-0-551,950,34561064.98,36380.07,345.16,343108.49
s-0-552,955,34560823.00,36189.34,345.20,342467.11
s-0-553,1033,34556748.52,33452.81,345.27,342921.84
s-0-554,1039,34556454.03,33259.34,345.04,343059.78
s-0-555,983,34559414.55,35157.08,344.87,343370.02
s-0-556,959,34560695.07,36038.26,344.57,343356.67
s-0-557,1008,34558143.08,34283.87,345.33,343169.63
s-0-558,989,34559161.10,34943.54,345.08,342145.37
s-0-559,1013,34557921.62,34114.43,345.05,343265.19
s-0-560,1025,34557312.13,33714.45,345.08,342957.21
s-0-561,1021,34557542.65,33846.76,344.94,343032.58
s-0-562,938,34561920.67,36846.40,344.93,343447.14
s-0-563,1027,34557268.68,33648.75,344.91,343185.39
s-0-564,964,34560596.70,35851.24,344.99,343328.56
s-0-565,979,34559829.72,35301.15,345.02,343336.98
s-0-566,985,34559535.23,35085.82,345.22,343360.79
s-0-567,1005,34558505.75,34386.57,345.00,343253.08
s-0-568,1005,34558526.27,34386.59,345.08,343225.18
s-0-569,993,34559176.78,34802.80,345.21,343187.69
s-0-570,1069,34555207.30,32324.80,345.11,342933.34
s-0-571,995,34559112.82,34732.78,345.05,343226.00
s-0-572,952,34561390.83,36303.98,344.67,343447.76
s-0-573,1051,34556213.85,32879.37,345.20,343141.50
s-0-574,968,34560591.87,35703.09,345.44,342408.29
s-0-575,1055,34556044.88,32754.54,344.89,343155.24
s-0-576,1043,34556695.40,33132.02,344.92,343213.92
s-0-577,970,34560548.42,35629.43,345.24,343209.04
s-0-578,1026,34557628.93,33681.90,345.12,343194.01
s-0-579,1023,34557806.95,33780.85,344.84,343259.04
s-0-580,998,34559139.97,34628.40,344.99,343310.32
s-0-581,1015,34558267.99,34047.55,344.91,342946.32
s-0-582,978,34560231.00,35337.66,344.98,343119.13
s-0-583,1041,34556944.02,33195.91,345.05,343098.82
s-0-584,1068,34555547.04,32355.38,344.73,343021.48
s-0-585,1018,34558192.55,33947.14,345.18,343145.99
s-0-586,1005,34558895.57,34386.96,344.96,342799.49
s-0-587,1033,34557446.09,33453.48,344.97,343172.26
s-0-588,1030,34557624.10,33551.09,345.41,342952.34
s-0-589,983,34560112.12,35157.79,345.06,343225.95
s-0-590,995,34559502.64,34733.17,345.13,343216.76
s-0-591,994,34559575.65,34768.18,345.30,343133.54
s-0-592,1053,34556498.67,32817.19,344.96,342699.84
s-0-593,972,34560771.69,35556.35,345.07,343227.47
s-0-594,953,34561789.70,36266.31,345.06,343410.63
s-0-595,971,34560865.22,35593.06,345.43,343276.87
s-0-596,1027,34557945.74,33649.41,344.84,342933.05
s-0-597,999,34559436.25,34594.03,345.23,342555.48
s-0-598,1022,34558249.27,33814.33,345.15,342554.04
s-0-599,975,34560737.29,35446.91,345.32,343050.12
s-0-600,1040,34557345.30,33228.22,344.86,343116.46
s-0-601,1011,34558888.32,34182.88,345.02,343208.57
s-0-602,1021,34558383.84,33847.58,345.10,343258.63
s-0-603,971,34561029.35,35593.23,345.26,343357.50
s-0-604,939,34562729.87,36808.02,345.63,343012.41
s-0-605,1013,34558865.39,34115.37,345.34,343137.35
s-0-606,1044,34557258.40,33100.82,344.69,343040.05
s-0-607,986,34560323.92,35051.04,345.36,343256.15
s-0-608,969,34561236.94,35666.91,345.26,343187.18
s-0-609,936,34562989.95,36926.27,345.18,343266.28
s-0-610,1003,34559492.97,34456.12,344.97,343317.10
s-0-611,1010,34559145.99,34216.98,345.09,342459.51
s-0-612,1009,34559219.00,34250.96,344.98,342531.02
s-0-613,1055,34556824.52,32755.28,345.15,343109.08
s-0-614,935,34563145.04,36965.93,344.72,343489.83
s-0-615,1023,34558545.56,33781.57,344.73,342198.15
s-0-616,1024,34558513.57,33748.55,345.05,343150.10
s-0-617,960,34561894.09,36001.97,344.98,343407.76
s-0-618,970,34561389.61,35630.30,345.23,343056.63
s-0-619,1010,34559310.12,34217.14,344.95,343070.82
s-0-620,1053,34557073.14,32817.73,345.12,342540.75
s-0-621,1025,34558563.66,33715.67,345.02,343192.57
s-0-622,996,34560106.67,34698.90,344.77,343083.97
s-0-623,1030,34558342.19,33551.79,345.21,343173.29
s-0-624,980,34560987.71,35266.31,345.08,342879.95
s-0-625,934,34563423.22,37005.81,345.28,343483.86
s-0-626,1028,34558508.74,33617.23,344.90,342873.27
s-0-627,1039,34557951.76,33260.78,344.93,343164.26
s-0-628,1044,34557709.77,33101.25,345.15,343177.19
s-0-629,991,34560512.79,34874.38,344.79,343186.59
s-0-630,949,34562738.31,36420.17,345.04,343355.43
s-0-631,970,34561656.32,35630.57,345.15,343360.57
s-0-632,982,34561046.84,35194.55,345.19,343012.90
s-0-633,1030,34558547.36,33551.99,345.25,343231.96
s-0-634,1004,34559932.87,34422.24,344.92,343062.52
s-0-635,998,34560268.39,34629.53,344.98,343300.68
s-0-636,1093,34555301.41,31615.10,344.93,342950.92
s-0-637,960,34562304.42,36002.40,345.07,343241.47
s-0-638,1031,34558597.44,33519.49,345.01,343226.22
s-0-639,990,34560770.46,34909.87,345.11,343153.16
s-0-640,988,34560895.97,34980.66,345.07,342940.35
s-0-641,992,34560706.49,34839.42,345.39,343114.52
s-0-642,1019,34559309.51,33914.93,345.07,343190.10
s-0-643,1008,34559907.52,34285.62,345.08,342483.44
s-0-644,1009,34559875.54,34251.61,344.97,343302.33
s-0-645,1023,34559161.06,33782.17,344.79,343156.25
s-0-646,1005,34560126.58,34388.19,344.94,343191.33
s-0-647,990,34560934.59,34910.03,344.93,342810.15
s-0-648,1007,34560062.61,34319.82,344.93,342703.44
s-0-649,1007,34560083.13,34319.84,345.02,343269.91
s-0-650,1006,34560156.14,34354.03,345.00,343276.88
s-0-651,1002,34560386.66,34491.40,345.21,343172.00
s-0-652,1010,34559987.18,34217.81,344.98,343244.26
s-0-653,1032,34558852.69,33487.26,345.10,343212.06
s-0-654,972,34562023.21,35557.64,345.21,343080.57
s-0-655,957,34562831.23,36115.81,345.06,342959.77
s-0-656,988,34561224.24,34981.00,344.93,343169.88
s-0-657,1028,34559144.76,33617.85,344.71,343227.66
s-0-658,1031,34559007.78,33519.89,345.34,343219.86
s-0-659,1039,34558608.29,33261.41,345.02,343102.10
s-0-660,1005,34560413.81,34388.47,345.05,343292.27
s-0-661,1009,34560224.33,34251.96,345.21,343014.27
s-0-662,968,34562397.34,35704.96,344.90,343344.78
s-0-663,986,34561472.86,35052.20,344.89,343216.49
s-0-664,1058,34557713.38,32663.25,344.82,343119.98
s-0-665,994,34561093.89,34769.71,345.09,342786.75
s-0-666,946,34563634.41,36536.61,345.31,343104.60
s-0-667,993,34561187.43,34804.82,345.36,343113.86
s-0-668,1031,34559212.94,33520.09,345.08,343095.49
s-0-669,1006,34560545.96,34354.42,345.07,342099.08
s-0-670,998,34560986.48,34630.25,345.17,343034.49
s-0-671,1009,34560429.49,34252.16,344.72,343142.15
s-0-672,977,34562130.01,35375.77,345.10,342974.09
s-0-673,1001,34560890.53,34526.36,345.02,342455.90
s-0-674,987,34561646.04,35016.87,345.05,343247.95
s-0-675,1027,34559566.56,33650.99,344.91,342767.20
s-0-676,1048,34558484.58,32975.65,345.22,343195.45
s-0-677,1024,34559765.09,33749.77,344.95,342842.66
s-0-678,948,34563775.61,36459.68,345.05,343335.94
s-0-679,1015,34560278.63,34049.54,345.05,343269.50
s-0-680,959,34563239.15,36040.92,345.08,343073.20
s-0-681,1000,34561107.16,34561.11,344.93,343260.06
s-0-682,952,34563647.68,36306.35,344.83,343434.01
s-0-683,990,34561673.20,34910.78,345.05,343016.92
s-0-684,1020,34560118.71,33882.47,344.66,343192.77
s-0-685,1017,34560296.73,33982.59,344.88,343184.15
s-0-686,994,34561524.75,34770.15,344.98,342799.28
s-0-687,964,34563120.26,35853.86,345.04,342758.03
s-0-688,1006,34560935.78,34354.81,345.39,343235.65
s-0-689,1008,34560851.30,34286.56,344.84,342882.25
s-0-690,991,34561764.31,34875.65,345.15,342992.83
s-0-691,1007,34560944.83,34320.70,345.07,343132.03
s-0-692,1015,34560545.35,34049.80,344.85,343262.12
s-0-693,1021,34560250.86,33849.41,345.07,342755.78
s-0-694,1024,34560113.88,33750.11,344.86,343036.81
s-0-695,1004,34561184.40,34423.49,345.13,343281.60
s-0-696,974,34562779.91,35485.40,344.90,343364.47
s-0-697,1008,34561015.43,34286.72,344.95,343101.26
s-0-698,1010,34560930.95,34218.74,344.91,343268.88
s-0-699,985,34562263.96,35088.59,344.87,343295.34
s-0-700,1042,34559291.98,33166.31,345.23,342804.02
s-0-701,1017,34560625.00,33982.92,345.33,343079.65
s-0-702,1027,34560120.51,33651.53,345.32,343138.61
s-0-703,982,34562503.53,35196.03,344.96,343258.41
s-0-704,960,34563679.05,36003.83,345.12,343405.50
s-0-705,995,34561862.06,34735.54,344.89,343195.00
s-0-706,1027,34560202.58,33651.61,344.99,342999.44
s-0-707,974,34563005.60,35485.63,345.28,341997.92
s-0-708,1030,34560086.11,33553.48,344.85,343072.04
s-0-709,966,34563466.63,35779.99,345.03,343335.34
s-0-710,977,34562909.65,35376.57,344.60,343385.20
s-0-711,962,34563717.67,35929.02,345.17,343390.32
s-0-712,983,34562635.68,35160.36,344.94,341598.52
s-0-713,985,34562551.20,35088.88,345.02,343240.97
s-0-714,976,34563044.22,35412.96,345.12,343305.18
s-0-715,1019,34560807.23,33916.40,345.20,342999.11
s-0-716,978,34562980.25,35340.47,344.68,343373.09
s-0-717,983,34562738.27,35160.47,344.94,343094.66
s-0-718,990,34562391.28,34911.51,345.21,342847.17
s-0-719,993,34562254.30,34805.90,345.15,343285.70
s-0-720,1007,34561539.82,34321.29,345.07,343135.63
s-0-721,1056,34558987.83,32726.31,344.92,343092.48
s-0-722,990,34562473.35,34911.59,345.21,343300.06
s-0-723,1009,34561496.37,34253.22,345.13,343211.85
s-0-724,1005,34561726.88,34389.78,345.29,343053.84
s-0-725,980,34563059.90,35268.43,345.15,343364.89
s-0-726,979,34563132.92,35304.53,344.91,343140.76
s-0-727,1021,34560948.43,33850.10,345.05,343171.85
s-0-728,1002,34561966.45,34492.98,344.94,342777.46
s-0-729,983,34562984.47,35160.72,345.33,343335.35
s-0-730,1016,34561272.48,34017.00,345.07,342832.90
s-0-731,1040,34560033.00,33230.80,345.08,342528.23
s-0-732,975,34563466.02,35449.71,345.08,342430.63
s-0-733,1008,34561754.03,34287.45,345.13,342241.57
s-0-734,1033,34560462.05,33456.40,345.03,343052.96
s-0-735,990,34562740.07,34911.86,345.01,342692.68
s-0-736,1003,34562078.08,34458.70,345.04,343214.10
s-0-737,1059,34559158.60,32633.77,345.11,342465.40
s-0-738,1077,34558234.12,32087.50,344.95,343020.05
s-0-739,949,34564974.63,36422.52,344.77,343429.70
s-0-740,1039,34560270.15,33263.01,345.10,342741.30
s-0-741,1021,34561235.67,33850.38,345.02,343222.11
s-0-742,1005,34562096.18,34390.15,344.70,343221.90
s-0-743,961,34564426.70,35967.15,345.06,343118.96
s-0-744,975,34563712.22,35449.96,345.01,343279.74
s-0-745,1013,34561737.74,34118.20,345.07,342751.29
s-0-746,958,34564645.75,36080.01,345.03,343308.05
s-0-747,987,34563143.77,35018.38,345.04,341754.97
s-0-748,993,34562849.29,34806.49,344.99,342306.77
s-0-749,1000,34562502.30,34562.50,344.80,343199.12
s-0-750,1030,34560947.82,33554.32,345.03,343057.68
s-0-751,998,34562648.34,34631.91,345.26,343100.32
s-0-752,956,34564873.85,36155.73,345.08,342882.21
s-0-753,1026,34561219.37,33685.40,344.96,343247.97
s-0-754,1014,34561869.89,34084.68,345.15,342364.83
s-0-755,994,34562940.40,34771.57,345.06,342960.93
s-0-756,1017,34561753.42,33984.02,345.10,342517.39
s-0-757,1044,34560356.44,33103.79,345.08,343113.80
s-0-758,949,34565364.45,36422.93,345.12,343339.02
s-0-759,995,34562969.97,34736.65,344.84,343330.22
s-0-760,997,34562885.49,34666.89,345.25,343048.53
s-0-761,968,34564428.50,35707.05,345.13,342855.03
s-0-762,959,34564921.52,36042.67,344.79,342898.55
s-0-763,992,34563209.54,34841.95,344.96,343251.64
s-0-764,1070,34559135.05,32298.26,344.70,343069.29
s-0-765,1006,34562515.57,34356.38,345.00,343004.45
s-0-766,1014,34562116.09,34084.93,344.96,343092.79
s-0-767,1006,34562556.60,34356.42,345.08,342792.28
s-0-768,976,34564152.12,35414.09,345.06,343026.81
s-0-769,1038,34560917.64,33295.68,345.01,343125.49
s-0-770,950,34565558.15,36384.80,344.34,343379.85
s-0-771,974,34564318.67,35486.98,345.46,343338.42
s-0-772,977,34564181.69,35377.87,344.99,343389.10
s-0-773,1020,34561944.70,33884.26,345.08,342528.23
s-0-774,1008,34562595.22,34288.29,345.09,342288.19
s-0-775,981,34564033.24,35233.47,344.84,343330.42
s-0-776,1054,34560221.26,32789.58,345.08,342751.86
s-0-777,981,34564074.27,35233.51,345.22,342491.62
s-0-778,1028,34561627.29,33620.26,345.09,343225.40
s-0-779,982,34564062.81,35197.62,344.95,343247.94
s-0-780,968,34564818.32,35707.46,345.17,342493.07
s-0-781,982,34564103.84,35197.66,344.87,342937.81
s-0-782,1017,34562286.86,33984.55,345.24,343216.78
s-0-783,977,34564407.37,35378.10,344.78,343388.28
s-0-784,1024,34561960.39,33751.91,344.97,343245.30
s-0-785,982,34564185.91,35197.75,345.03,343153.77
s-0-786,976,34564521.42,35414.47,344.89,343373.91
s-0-787,1050,34560656.94,32914.91,345.03,343108.46
s-0-788,963,34565244.96,35893.30,344.86,343342.31
s-0-789,1006,34563007.97,34356.87,344.84,343307.25
s-0-790,980,34564393.49,35269.79,345.09,342862.45
s-0-791,1023,34562156.51,33785.10,345.14,342967.05
s-0-792,1017,34562492.02,33984.75,344.98,343282.22
s-0-793,981,34564402.54,35233.85,345.42,343349.09
s-0-794,971,34564948.06,35597.27,345.08,343130.43
s-0-795,1027,34562028.57,33653.39,344.97,343095.78
s-0-796,1016,34562626.59,34018.33,345.05,342574.65
s-0-797,1005,34563224.61,34391.27,345.35,342784.32
s-0-798,1001,34563455.12,34528.93,345.10,342938.96
s-0-799,994,34563843.14,34772.48,344.87,342914.73
s-0-800,1005,34563286.16,34391.33,345.45,342477.51
s-0-801,934,34567034.17,37009.67,345.07,342660.36
s-0-802,970,34565164.69,35634.19,344.95,343018.34
s-0-803,1015,34562822.71,34052.04,345.08,343078.18
s-0-804,990,34564155.72,34913.29,345.20,341841.61
s-0-805,982,34564596.24,35198.16,345.20,343338.42
s-0-806,943,34566664.26,36656.06,344.88,343411.03
s-0-807,1042,34561487.27,33168.41,344.73,343188.48
s-0-808,1023,34562505.29,33785.44,345.05,343178.41
s-0-809,1011,34563155.81,34187.10,345.09,343265.60
s-0-810,979,34564856.33,35306.29,345.19,343182.75
s-0-811,1033,34562041.84,33457.93,345.18,343182.32
s-0-812,1025,34562482.36,33719.49,344.89,343115.21
s-0-813,995,34564077.88,34737.77,345.10,343023.77
s-0-814,972,34565305.89,35561.01,345.05,342372.63
s-0-815,1001,34563803.91,34529.27,344.66,343160.54
s-0-816,1054,34561041.93,32790.36,345.23,343172.27
s-0-817,1001,34563844.94,34529.32,345.09,342458.58
s-0-818,989,34564495.46,34948.93,345.24,342871.57
s-0-819,991,34564410.98,34878.32,345.40,343136.43
s-0-820,995,34564221.49,34737.91,344.86,343271.34
s-0-821,979,34565082.01,35306.52,344.89,343362.22
s-0-822,1028,34562530.03,33621.14,344.93,342794.77
s-0-823,970,34565595.54,35634.63,344.96,343261.24
s-0-824,1025,34562728.56,33719.74,345.29,342992.61
s-0-825,986,34564796.58,35055.57,345.20,343234.81
s-0-826,1017,34563189.59,33985.44,345.16,343202.82
s-0-827,1001,34564050.11,34529.52,345.10,342565.78
s-0-828,996,34564333.13,34703.15,345.18,343252.67
s-0-829,1026,34562778.64,33686.92,344.95,342133.85
s-0-830,1046,34561749.16,33041.83,345.24,343096.36
s-0-831,997,34564342.18,34668.35,345.08,342940.80
s-0-832,1027,34562787.69,33654.13,345.31,343146.20
s-0-833,966,34566010.71,35782.62,345.04,343123.76
s-0-834,1015,34563458.73,34052.67,345.30,342942.55
s-0-835,1039,34562219.24,33264.89,344.99,343142.31
s-0-836,1008,34563867.26,34289.55,345.12,343108.58
s-0-837,1046,34561892.78,33041.96,345.18,342959.16
s-0-838,989,34564905.79,34949.35,345.04,343243.23
s-0-839,1045,34561986.31,33073.67,344.86,343202.04
s-0-840,981,34565366.83,35234.83,344.70,343371.25
s-0-841,1021,34563287.35,33852.39,345.04,342982.88
s-0-842,989,34564987.86,34949.43,345.09,342994.43
s-0-843,997,34564588.38,34668.59,344.86,343280.98
s-0-844,1030,34562876.40,33556.19,345.01,343221.71
s-0-845,1003,34564314.41,34460.93,345.25,343195.23
s-0-846,984,34565332.43,35127.37,344.74,343351.76
s-0-847,962,34566507.95,35931.92,345.09,342843.18
s-0-848,978,34565688.46,35343.24,344.83,343362.84
s-0-849,1003,34564396.48,34461.01,345.11,342076.68
s-0-850,959,34566727.00,36044.55,345.21,343263.01
s-0-851,1042,34562390.01,33169.28,345.37,342886.92
s-0-852,1052,34561885.53,32853.50,345.12,343152.17
s-0-853,1008,34564216.05,34289.90,345.31,342806.99
s-0-854,911,34569329.06,37946.57,345.02,343548.48
s-0-855,1072,34560897.08,32239.64,345.08,342941.99
s-0-856,1006,34564382.60,34358.23,344.85,343295.35
s-0-857,1022,34563563.11,33819.53,344.67,343148.05
s-0-858,1017,34563846.13,33986.08,345.10,342666.67
s-0-859,997,34564916.65,34668.92,345.06,343251.23
s-0-860,1000,34564779.66,34564.78,344.97,342786.63
s-0-861,1074,34560915.18,32179.62,345.00,342777.62
s-0-862,1031,34563193.20,33523.95,345.21,342125.09
s-0-863,960,34566941.21,36007.23,345.28,343311.53
s-0-864,1008,34564441.73,34290.12,344.86,343276.47
s-0-865,1039,34562834.75,33265.48,345.10,343021.61
s-0-866,1000,34564902.76,34564.90,345.13,343276.68
s-0-867,1028,34563453.28,33622.04,344.95,342511.50
s-0-868,1057,34561951.30,32698.16,345.09,342998.28
s-0-869,1006,34564649.31,34358.50,345.31,343311.35
s-0-870,1016,34564144.83,34019.83,345.06,342848.18
s-0-871,998,34565110.35,34634.38,344.94,341948.25
s-0-872,1019,34564028.37,33919.56,345.02,343224.57
s-0-873,974,34566411.38,35489.13,344.97,343348.06
s-0-874,983,34565959.40,35163.74,344.97,342192.02
s-0-875,1042,34562882.42,33169.75,345.41,343120.15
s-0-876,1014,34564372.93,34087.15,344.90,343109.89
s-0-877,971,34566650.95,35599.02,345.09,343314.62
s-0-878,957,34567406.47,36120.59,344.91,343442.63
s-0-879,1002,34565064.48,34496.07,344.87,343308.27
s-0-880,989,34565767.50,34950.22,344.78,343220.52
s-0-881,1009,34564738.02,34256.43,345.26,343133.59
s-0-882,935,34568643.53,36971.81,344.86,343243.55
s-0-883,1022,34564096.55,33820.06,344.91,343218.21
s-0-884,994,34565587.07,34774.23,345.00,343207.80
s-0-885,1005,34565030.08,34393.06,345.16,342143.11
s-0-886,1000,34565313.10,34565.31,345.09,343214.72
s-0-887,1008,34564913.62,34290.59,344.85,343176.76
s-0-888,1007,34564986.63,34324.71,345.19,343168.06
s-0-889,949,34568052.15,36425.77,344.81,343395.85
s-0-890,1016,34564555.17,34020.23,345.09,343278.53
s-0-891,992,34565835.68,34844.59,345.08,342539.49
s-0-892,1094,34560501.20,31590.95,345.03,343024.78
s-0-893,1006,34565141.72,34358.99,345.23,343176.62
s-0-894,935,34568889.73,36972.07,345.02,343435.24
s-0-895,1011,34564920.25,34188.84,344.90,343290.84
s-0-896,1001,34565465.77,34530.93,345.21,343193.79
s-0-897,1010,34565013.78,34222.79,344.79,343298.22
s-0-898,1006,34565244.30,34359.09,345.24,343178.81
s-0-899,948,34568309.82,36464.46,345.07,342978.66
s-0-900,1004,34565390.33,34427.68,345.17,342748.21
s-0-901,954,34568035.85,36234.84,344.83,343432.99
s-0-902,1000,34565641.37,34565.64,345.02,343267.65
s-0-903,1016,34564821.89,34020.49,345.14,342845.98
s-0-904,1012,34565052.40,34155.19,344.99,342832.73
s-0-905,1041,34563550.42,33202.26,345.13,343205.71
s-0-906,1022,34564568.44,33820.52,345.31,343264.17
s-0-907,997,34565901.45,34669.91,345.41,343250.82
s-0-908,994,34566079.47,34774.73,345.26,343050.04
s-0-909,998,34565889.99,34635.16,344.98,343322.43
s-0-910,1017,34564913.00,33987.13,345.35,343127.68
s-0-911,985,34566613.52,35093.01,345.06,343238.51
s-0-912,980,34566896.54,35272.34,345.10,342176.80
s-0-913,989,34566444.55,34950.90,345.07,342666.42
s-0-914,1002,34565782.57,34496.79,344.82,342896.42
s-0-915,1031,34564280.59,33525.01,345.10,343057.28
s-0-916,973,34567346.10,35526.56,345.52,343296.15
s-0-917,972,34567419.12,35563.19,344.88,343363.45
s-0-918,1023,34564762.14,33787.65,345.11,343265.40
s-0-919,981,34566987.65,35236.48,345.12,343097.70
s-0-920,1037,34564068.17,33330.83,345.03,343133.08
s-0-921,969,34567658.69,35673.54,344.79,343301.28
s-0-922,1051,34563374.20,32886.18,344.92,343176.17
s-0-923,1060,34562922.22,32606.53,344.92,342270.17
s-0-924,1007,34565725.24,34325.45,344.83,343257.80
s-0-925,1047,34563645.75,33012.08,345.05,343109.49
s-0-926,1004,34565923.77,34428.21,345.08,343020.61
s-0-927,971,34567676.79,35600.08,344.87,342936.88
s-0-928,996,34566384.80,34705.21,345.10,343294.11
s-0-929,1026,34564830.32,33688.92,344.75,343239.14
s-0-930,972,34567685.84,35563.46,345.04,343284.05
s-0-931,1032,34564556.35,33492.79,345.35,343040.94
s-0-932,991,34566729.37,34880.66,344.80,343274.21
s-0-933,1049,34563704.89,32949.19,345.18,343152.16
s-0-934,927,34570130.40,37292.48,344.91,343411.84
s-0-935,1001,34566265.92,34531.73,345.08,342320.91
s-0-936,958,34568543.94,36084.08,345.03,343143.77
s-0-937,982,34567304.46,35200.92,345.01,343316.67
s-0-938,1003,34566222.47,34462.83,344.88,342762.33
s-0-939,1052,34563670.49,32855.20,344.85,343167.76
s-0-940,999,34566473.51,34601.07,344.47,343328.79
s-0-941,978,34567596.52,35345.19,344.93,343307.23
s-0-942,1011,34565884.54,34189.80,345.04,343204.87
s-0-943,1006,34566167.56,34360.01,345.05,343299.25
s-0-944,999,34566555.57,34601.16,345.04,341874.86
s-0-945,1024,34565263.59,33755.14,345.20,342899.03
s-0-946,1022,34565389.11,33821.32,345.18,343148.25
s-0-947,992,34566984.62,34845.75,345.26,342600.56
s-0-948,1030,34565010.14,33558.26,345.02,343209.40
s-0-949,1030,34565030.66,33558.28,345.46,342356.14
s-0-950,1035,34564788.67,33395.93,344.95,343140.46
s-0-951,1019,34565649.19,33921.15,345.03,342445.88
s-0-952,1061,34563464.71,32576.31,345.23,343091.03
s-0-953,1008,34566267.72,34291.93,345.15,343206.10
s-0-954,1028,34565238.24,33623.77,344.93,343230.12
s-0-955,968,34568408.76,35711.17,345.28,342907.93
s-0-956,972,34568219.27,35564.01,345.53,343253.44
s-0-957,997,34566927.29,34670.94,344.79,343217.59
s-0-958,987,34567472.81,35022.77,344.91,343333.91
s-0-959,1010,34566285.82,34224.05,344.99,342939.05
s-0-960,986,34567566.34,35058.38,344.91,343312.39
s-0-961,1055,34563964.36,32762.05,344.90,343105.80
s-0-962,1035,34565034.87,33396.17,344.94,342828.88
s-0-963,1034,34565107.89,33428.54,345.09,343208.78
s-0-964,991,34567385.91,34881.32,344.98,343345.61
s-0-965,985,34567721.42,35094.13,344.89,343364.27
s-0-966,954,34569369.44,36236.24,345.05,342936.12
s-0-967,1008,34566554.96,34292.22,345.18,343149.60
s-0-968,1006,34566680.48,34360.52,345.24,343192.36
s-0-969,999,34567068.49,34601.67,345.09,343062.27
s-0-970,939,34570239.01,36816.02,345.08,343481.40
s-0-971,1019,34566059.53,33921.55,345.22,343047.84
s-0-972,1026,34565712.54,33689.78,345.08,342919.01
s-0-973,1062,34563843.06,32545.99,344.90,343132.27
s-0-974,995,34567381.08,34741.09,345.05,343256.36
s-0-975,1053,34564356.59,32824.65,345.18,343055.33
s-0-976,974,34568524.61,35491.30,344.92,342960.40
